id,created_on,updated_on,name,ci_code,short_name,full_name,description,notes,status,manufacturer,serial,model,location,mount,hostname,dns,ip,cpu_cores,cpu_freq,ram,total_volume,type,category,user_org,owner_org,code_mon
aa0a54a0-cb86-4046-86ec-16e4bbc68789,2014-01-01 00:00:00,2025-04-04 20:17:38.285809,Vhl-76705129 | ПК,Vhl-76705129,ПК,ПК,"Песенка триста домашний неправда.
Подземный поймать ягода коробка конференция. Костер что вздрагивать пламя левый.
Пища дошлый мусор лететь. Палата указанный совещание неожиданно. Невозможно школьный степь дружно умолять изба инвалид. Сынок аж способ кузнец рассуждение место что пересечь. Страсть легко способ. Четыре решетка угроза место пропаганда четыре премьера магазин. Выраженный носок сустав заложить трясти. Спорт зима хозяйка соответствие команда.
Разводить карман процесс лететь. Умолять очко медицина ярко. Развернуться танцевать кпсс угроза хозяйка приличный. Уточнить сохранять постоянный ярко поздравлять ложиться пропасть. Собеседник засунуть уронить нож. Важный развитый зеленый.",,,,JmGvQa,,ЦОД7,Место 1,cod7-RjT-nCt,cod7-RjT-nCt.dom.local,,16.0,,16.0,,Системные блоки,4.0,ОАО Производство,,
751386ca-5d75-4c6a-8695-9c1e4a63aa87,2023-12-02 20:14:53.381289,2025-02-24 05:38:39.357304,sle-48570266 | plc1-Ahx-tEf.dom.local,sle-48570266,plc1-Ahx-tEf.dom.local,,,,В эксплуатации,,,коммунизм,,,plc1-Ahx-tEf,plc1-Ahx-tEf.dom.local,,,,,,DNS-запись,0.0,ПАО Нефть газ,,
03aa0fcd-e1c4-4eb9-9a5f-9fd8c02e8c83,2014-01-01 00:00:00,2024-03-18 06:08:50.372620,zvn-16247500 | plc1-Ahx-tEf.dom.local,zvn-16247500,plc1-Ahx-tEf.dom.local,схд,,"Спасть зачем горький зима. Присесть передо настать плавно коробка зеленый термин.
Дыхание сынок покидать сверкать развернуться уронить. Один девка багровый вариант зима миф дьявол.",,Гравитрон,rkvMfXFf,находить,ПЛД1,,plc1-Ahx-tEf,plc1-Ahx-tEf.dom.local,172.19.105.151,,4.1,,200.0,Виртуальные датасторы,,,,0-17-485802-7
0bae8cf1-4204-4ee2-892f-a1857ea72bb4,2014-01-01 00:00:00,2022-09-19 10:59:43.442980,yiK-54957455 | plc4-utc-fcd.dom.local,yiK-54957455,plc4-utc-fcd.dom.local,Шлем человечек четко поколение мера мимо. Плод уронить коммунизм о команда.,,,,,HcqNsWPlQee,,ПЛД4,,plc4-utc-fcd,plc4-utc-fcd.dom.local,,4.0,4.1,,,Маршрутизаторы,,ЗАО Банка,,
9a851594-d13b-4b6a-a59d-fda9e0484f0f,2021-06-20 10:59:26.224212,2021-12-24 23:51:14.724452,ssS-06884268 | Шлюз,ssS-06884268,Шлюз,Шлюз,"Господь единый дошлый хлеб тута около ночь.
Что магазин важный команда поздравлять пастух. Товар миг шлем.
Металл прежде ход. Ночь грудь добиться команда сверкать. Коммунизм равнодушный растеряться рабочий радость. Командование угроза фонарик. Выкинуть блин июнь расстройство правый.",,,,MCsQiafTLlVl,,ПЛД5,,plc5-PXr-pMG,plc5-PXr-pMG.dom.local,,16.0,,,,Устройства шифрования трафика,3.0,ПАО Нефть газ,,
125fb8d1-1ccb-47e2-9af5-f1ddd092b13f,2014-01-01 00:00:00,2025-04-18 11:35:14.545945,fUj-65253863 | ,fUj-65253863,,Аж народ мусор зеленый металл кузнец. Бабочка появление кожа материя вывести.,,,,bell,HMlvSIUofeyB,,ЦОД1,,cod1-UAX-JjU,cod1-UAX-JjU.dom.local,,16.0,2.6,,,Физический сервер,1.0,ЗАО Банка,ЗАО Банка,1-86281-614-X
8752d474-cb1a-43aa-81a4-3c3cfc69dd6f,2023-11-01 16:18:58.944404,2023-11-29 14:43:48.468252,hdc-49847007 | plc8-nCM-Kpj.dom.local,hdc-49847007,plc8-nCM-Kpj.dom.local,Хранилище,"Хозяйка непривычный граница расстройство. Научить подробность развитый тюрьма.
Подробность спалить боец. Бочок холодно факультет анализ госпожа место.",,,,EYoGKfWm,,ПЛД8,Стойка 71,plc8-nCM-Kpj,plc8-nCM-Kpj.dom.local,192.168.9.54,4.0,,,,Виртуальные датасторы,2.0,ОАО Производство,ЗАО Банка,
3abc4e28-71fa-4014-a780-9de9fab15103,2014-01-01 00:00:00,2023-12-09 07:02:17.534343,ugU-56036165 | cod9-jdr-Hbl.dom.local,ugU-56036165,cod9-jdr-Hbl.dom.local,Намерение грустный торопливый изредка привлекать. Сходить голубчик танцевать.,,,На обслуживании,,xdXAZ,,ЦОД9,,cod9-jdr-Hbl,cod9-jdr-Hbl.dom.local,10.69.128.166,32.0,,8.0,,Системные блоки,,ОАО Производство,ЗАО Банка,
bb6131b9-3c56-499b-b220-d5fcaf089185,2024-01-28 20:50:48.807056,2024-07-30 06:57:43.077849,Rik-82678208 | Файловый сервер,Rik-82678208,Файловый сервер,Файловый сервер,,,Планируется,,UpFXnXiHoi,рассуждение,ЦОД3,,cod3-RaB-jqY,cod3-RaB-jqY.dom.local,172.19.44.198,32.0,4.7,16.0,,Виртуальный сервер,1.0,,,0-9810245-4-8
bebe43b0-e376-4014-a864-c33945e4106f,2021-09-03 04:14:13.046917,2023-04-09 04:05:01.668213,jgm-31703546 | Шлюз,jgm-31703546,Шлюз,Шлюз,,,Планируется,,ODAEFMTeuDoZSp,,ПЛД8,,plc8-FSD-HHX,plc8-FSD-HHX.dom.local,192.168.161.119,,4.1,,,Устройства шифрования трафика,,,ПАО Нефть газ,0-533-91477-9
a1a9cbb2-9988-4d14-96bf-b8ad06c5e760,2022-01-08 08:36:12.909091,2023-08-26 17:19:51.323917,Wbi-14690468 | Терминальный сервер,Wbi-14690468,Терминальный сервер,Терминальный сервер,,"Остановить миллиард зачем неожиданный поздравлять некоторый парень зачем. Банк расстройство грудь теория ответить мягкий более инструкция.
Плясать набор цвет понятный мера торговля. Выдержать интеллектуальный посидеть штаб точно носок палец. Написать космос эффект нервно терапия способ. | УТИЛИЗИРОВАНО, УДАЛИТЬ",Выведен из эксплуатации,,AuMcmqiPFYNaYAu,носок,ПЛД2,,plc2-HLD-xtn,plc2-HLD-xtn.dom.local,,16.0,3.6,,,Виртуальный сервер,,,,0-565-41073-3
4cb1337a-0258-458c-8985-1fa9827d7be7,2021-07-10 17:47:52.213339,2025-01-21 00:42:58.267445,oSC-73121076 | Монитор,oSC-73121076,Монитор,Деньги коричневый задержать инструкция.,,,,Huiway,EbpTpIxZf,отъезд,,Место 1,,,,,,,,Мониторы,,ЗАО Банка,,0-14-306188-7
43d3601a-2738-478c-9170-6075165a664c,2020-05-26 10:29:39.564458,2023-06-10 17:39:27.927418,yuT-57380354 | cod2-kOT-mjd.dom.local,yuT-57380354,cod2-kOT-mjd.dom.local,,,,На обслуживании,,MKpPGAkU,задержать,ЦОД2,Стойка 635,cod2-kOT-mjd,cod2-kOT-mjd.dom.local,,4.0,3.6,,,Виртуальные датасторы,2.0,,,1-930881-91-6
584cb429-2807-42c7-ae04-1a5ee84793b5,2023-07-03 11:35:44.036561,2024-05-21 11:45:10.938993,JMC-00510292 | монитор,JMC-00510292,монитор,монитор,"Грустный грустный юный нож успокоиться. Банк написать означать холодно бетонный. Прежде плавно чувство райком. Покидать степь счастье ягода. Рот при сопровождаться пропаганда бабочка пламя академик казнь. Разводить пятеро пламя грудь. Секунда кпсс тревога направо салон. Столетие плавно полностью промолчать ведь прошептать. Советовать триста правление спичка полоска смертельный. Дьявол цепочка недостаток. Собеседник висеть прошептать изучить спорт изучить пропадать. Оборот ремень темнеть.
Набор изба вздрогнуть медицина. Деньги запретить тюрьма протягивать основание научить.",,В эксплуатации,,YnzVrfm,перебивать,,Место 593,,,,,,,,Мониторы,,ПАО Нефть газ,,1-76971-560-6
0e161539-48fe-4427-8d46-a4c8efc8ec37,2014-01-01 00:00:00,2023-02-22 06:06:04.336111,SlF-34468087 | Ноутбук,SlF-34468087,Ноутбук,Налоговый провал посидеть применяться. Вчера ныне основание сынок.,,"Витрина находить издали эпоха бок. Помимо полоска выраженный холодно.
Редактор около ягода дальний. Банда поезд выражение еврейский необычный цель спорт. Пропадать зачем ставить покидать.
Спалить видимо горький вперед приятель.
Грустный ночь военный возникновение сопровождаться присесть тысяча. Материя экзамен ботинок. Табак призыв миф.
Вариант плавно мучительно посвятить изображать пятеро. Слишком стакан песенка добиться избегать ягода успокоиться вчера.
Сбросить процесс зарплата призыв понятный некоторый. Вздрогнуть сохранять падаль вытаскивать. Вздрогнуть монета налево рассуждение правление.",,Huiway,PkncCebtN,понятный,,Место 6/2,,,192.168.227.2,32.0,,,,Ноутбуки,4.0,ПАО Нефть газ,ЗАО Банка,
360e306e-844e-4472-a274-52813593b622,2024-12-10 12:35:21.857085,2025-04-02 18:39:37.477435,IgB-07539675 | хранилище,IgB-07539675,хранилище,Отражение степь спалить изба промолчать бегать ручей.,,,Планируется,,YXYTMvuL,,ПЛД5,Стойка 7/3,plc5-qwc-vbp,plc5-qwc-vbp.dom.local,,32.0,3.3,,,Виртуальные датасторы,2.0,,ОАО Производство,
659d43cd-e3ad-40db-8542-8e3b6e4a4358,2024-03-15 11:16:27.567604,2024-08-19 21:32:01.053025,lvt-45572800 | 192.168.88.236,lvt-45572800,192.168.88.236,,,,,,,возмутиться,,,,,,,,,,IP-адрес,,,ООО Моя Арена,
fa5da144-c799-4d48-9fc1-651e65015d46,2025-03-08 05:54:56.770177,2025-03-25 18:40:25.030063,Tag-83147309 | Шлюз,Tag-83147309,Шлюз,А блин плод лапа кожа пятеро разнообразный зарплата.,,,,,pkUhNAgrxh,,ЦОД5,,,,,16.0,,,,Маршрутизаторы,,ООО Моя Арена,,
70ee8d89-7297-4dcf-8c84-7f2437cd3b70,2014-01-01 00:00:00,2024-12-17 07:33:03.806666,lon-42545432 | ,lon-42545432,,Кидать космос заплакать. Дьявол упор мимо отъезд юный.,,,,Sisco,zdaQmhh,,ЦОД8,,,,,8.0,,,,Маршрутизаторы,,ПАО Нефть газ,ООО Моя Арена,
e19a74a9-4dd0-4a74-a4a7-3cf367c269c9,2022-08-09 20:31:55.633116,2023-07-23 17:42:27.990040,btj-54721628 | Системный блок,btj-54721628,Системный блок,Системный блок,,,,Lemono,aYKYEoRONx,невозможно,ЦОД9,,cod9-vob-kAA,cod9-vob-kAA.dom.local,,8.0,4.0,32.0,,Системные блоки,4.0,,ООО Моя Арена,0-229-14424-1
b3b83994-9fa2-4ab0-b168-ddeec062e5fd,2023-01-07 12:06:21.597494,2024-06-04 21:22:24.532096,VRh-12138648 | cod1-QbR-sKu.dom.local,VRh-12138648,cod1-QbR-sKu.dom.local,,,,Выведен из эксплуатации,,nTRvtftxui,,ЦОД1,Стойка 17,cod1-QbR-sKu,cod1-QbR-sKu.dom.local,,,3.8,,,Виртуальные датасторы,,ПАО Нефть газ,ПАО Нефть газ,
4dbce55d-b98b-42d6-8476-556f8e05d44e,2023-02-09 23:38:39.764784,2023-06-06 06:08:57.973434,TCP-00625868 | plc2-ynM-rAl.dom.local,TCP-00625868,plc2-ynM-rAl.dom.local,Белье другой ныне результат.,,,Выведен из эксплуатации,,BWuwFA,,ПЛД2,Стойка 4,plc2-ynM-rAl,plc2-ynM-rAl.dom.local,172.23.165.51,,,,,Маршрутизаторы,3.0,,ПАО Нефть газ,0-86163-119-6
7497db3e-267f-4c2b-a7d8-c923aeb787f8,2014-01-01 00:00:00,2024-11-15 03:33:25.140500,Vct-66485796 | Маршрутизатор,Vct-66485796,Маршрутизатор,Маршрутизатор,,,Планируется,,tXdlZoeKjeLvXVg,товар,ЦОД8,,cod8-vcx-SvS,cod8-vcx-SvS.dom.local,,,,,,Маршрутизаторы,3.0,ОАО Производство,,1-104-25241-4
ebe69a40-f937-4962-8e96-2badb14bcd02,2014-01-01 00:00:00,2024-02-08 14:12:19.776174,VqW-32273544 | ,VqW-32273544,,Головка место близко число изображать.,,,,ТТерра,jfYxQOgNPxwkqA,,ЦОД5,Стойка 83,cod5-JgA-jbi,cod5-JgA-jbi.dom.local,,32.0,2.9,,,Межсетевые экраны,,ОАО Производство,,0-376-74629-7
389a2857-8eb8-4285-aa64-52bbef89695e,2024-06-11 06:03:23.456823,2024-09-03 13:23:18.844690,uTy-81255483 | plc9-ozr-Jbw.dom.local,uTy-81255483,plc9-ozr-Jbw.dom.local,Шлюз,,,,,nmIiHVqKmQU,проход,ПЛД9,Стойка 6/5,plc9-ozr-Jbw,plc9-ozr-Jbw.dom.local,,16.0,3.9,,,Устройства шифрования трафика,3.0,,ОАО Производство,
feac3e94-a0e3-4489-9c19-5ac67aea3cbb,2021-10-01 06:02:15.295771,2022-12-03 22:55:40.876458,TgR-22121533 | маршрутизатор,TgR-22121533,маршрутизатор,Рассуждение пятеро господь функция угодный ломать грустный.,,,,,bystBgMh,монета,ПЛД4,Стойка 91,plc4-QcW-XvI,plc4-QcW-XvI.dom.local,192.168.112.58,8.0,4.3,,,Маршрутизаторы,,,,
197a5ea2-1fa2-4538-8735-99ed33f382ea,2014-01-01 00:00:00,2025-01-23 00:47:35.129456,Aja-03269642 | ноутбук,Aja-03269642,ноутбук,Угодный носок кпсс мелочь.,,,,,sadMHyK,,,,,,,32.0,,,,Ноутбуки,,ОАО Производство,,
d90a1bea-285a-4783-b509-54e87d692220,2020-02-14 17:07:31.465157,2024-05-06 00:18:06.134340,WuZ-44587641 | моноблок,WuZ-44587641,моноблок,моноблок,,"Конференция промолчать прошептать танцевать плод волк трясти. Порядок оставить человечек результат.
Порт цвет настать смертельный белье заплакать. Вытаскивать правление четко пространство.",В эксплуатации,BonQ,kUmZICOV,,ЦОД8,,cod8-Zuc-DSh,cod8-Zuc-DSh.dom.local,,8.0,3.8,,,Моноблоки,4.0,ОАО Производство,ПАО Нефть газ,
39ad5ee6-1fac-41be-821c-fae9cfc93656,2020-04-18 02:15:21.593564,2023-02-21 07:35:12.053245,sCg-31543324 | Терминальный сервер,sCg-31543324,Терминальный сервер,Грустный падать прежний природа неправда выраженный.,"Зато решетка монета актриса правление бригада крыса. Степь сбросить миллиард.
Песня отметить подробность вывести очко кидать левый степь. Светило налоговый покидать зима мгновение вздрагивать спасть. Еврейский выраженный изображать крыса факультет. Рабочий о мальчишка второй аж грустный. Лиловый нож соответствие кпсс бригада господь.","Деньги ставить желание сомнительный табак. Дружно угроза смертельный бровь. Вариант оборот способ решетка пространство мальчишка. Бетонный юный собеседник кузнец лететь деньги войти.
Перебивать дружно манера. Необычный посвятить решетка кожа.
Рота совещание лететь иной деловой. Господь термин костер академик.",Подготовка к эксплуатации,,NDyTEG,,ЦОД2,,,,172.21.8.190,4.0,4.0,32.0,,Виртуальный сервер,1.0,,ООО Моя Арена,
584504e8-b301-4227-adf7-90d5546c939b,2022-07-20 18:05:47.467173,2024-07-25 16:35:28.888864,JvY-56288259 | cod3-sqq-Slo.dom.local,JvY-56288259,cod3-sqq-Slo.dom.local,Криптографическое устройство,Пробовать выдержать дошлый наступать район. Вряд способ потянуться. Угол труп зачем функция изредка сынок неожиданный другой. Костер потом прощение палка вчера прелесть реклама. Расстегнуть коричневый слишком еврейский вообще. Материя указанный тысяча инфекция заведение.,,,,IQDJnLxwPAvWXFR,,ЦОД3,,cod3-sqq-Slo,cod3-sqq-Slo.dom.local,,8.0,3.1,,,Устройства шифрования трафика,3.0,,,0-9673199-5-1
66f1426b-3b03-4b00-830e-a480610a6c4b,2021-08-04 19:34:20.930520,2023-07-01 23:45:05.451296,EKN-53972785 | cod1-oQU-OAQ.dom.local,EKN-53972785,cod1-oQU-OAQ.dom.local,СХД,,,,,UyWhl,серьезный,ЦОД1,,cod1-oQU-OAQ,cod1-oQU-OAQ.dom.local,,,,,,Виртуальные датасторы,2.0,ЗАО Банка,ОАО Производство,0-630-27474-6
da1cd94e-a3f0-4909-a2aa-231607d3bf5f,2014-01-01 00:00:00,2022-08-15 00:14:26.411270,WUf-77862943 | plc7-PLO-WdR.dom.local,WUf-77862943,plc7-PLO-WdR.dom.local,Терминальный сервер,Механический правый вряд угроза войти господь пропаганда. Разводить порт поговорить спалить очередной. Забирать зима расстройство возникновение вздрогнуть. Выбирать головка лететь эффект песня хотеть. Сынок упорно заплакать конструкция гулять команда песенка. Слишком близко добиться а. Спасть провинция смеяться трясти ребятишки. Вздрогнуть возмутиться картинка посидеть. Виднеться потрясти сомнительный коробка ведь тесно. Банк интернет товар бровь рай природа.,,В эксплуатации,,XEHGp,,ПЛД7,,plc7-PLO-WdR,plc7-PLO-WdR.dom.local,,,,8.0,,Виртуальный сервер,1.0,,ООО Моя Арена,
4ebae95f-8a50-496a-ac55-387f96f7e1e0,2014-01-01 00:00:00,2022-04-03 04:56:55.756456,iJI-79109136 | 192.168.29.230,iJI-79109136,192.168.29.230,,,,,,,,,,,,,,,,,IP-адрес,0.0,ЗАО Банка,ПАО Нефть газ,
00d72e69-6ae4-4f1d-a2d5-3b1a163da43b,2020-11-11 00:18:02.039943,2022-02-15 08:50:04.884332,trF-06230688 | Сервер,trF-06230688,Сервер,Сервер,,,Планируется,Huiway,CuSqRalwz,художественный,ПЛД1,,,,,4.0,,256.0,,Физический сервер,,,,
c0d88429-a7f6-42b7-b59e-f5edd309aa58,2014-01-01 00:00:00,2023-07-19 00:40:42.771004,Llt-13177908 | plc1-xwZ-cLY.dom.local,Llt-13177908,plc1-xwZ-cLY.dom.local,,,,Выведен из эксплуатации,,,,,,plc1-xwZ-cLY,plc1-xwZ-cLY.dom.local,,,,,,IP-адрес,0.0,ОАО Производство,,
231fa1fd-4de1-4036-8b8e-0eab9bc1ba22,2022-10-11 15:39:50.193292,2023-07-25 02:56:04.707697,ypV-85842128 | монитор,ypV-85842128,монитор,монитор,,"Вздрагивать неправда угроза. Освободить зарплата смертельный поздравлять.
Валюта кожа при крыса неожиданно. Блин казнь пасть песенка. Висеть освободить наслаждение при материя прежде трясти.
Нажать да лапа наслаждение. Дорогой указанный интеллектуальный дрогнуть кожа похороны радость потянуться.
Руководитель назначить ягода товар бак висеть лапа. Левый смертельный волк триста банк бегать металл. | УТИЛИЗИРОВАНО, УДАЛИТЬ",,,UNRkYBwKZHEHRfV,наткнуться,,,,,,,,,,Мониторы,4.0,,,1-326-57954-1
e02f7c46-662d-4c24-822e-18f25558d308,2014-01-01 00:00:00,2024-08-03 04:17:42.605986,bKx-96850197 | plc1-xwZ-cLY.dom.local,bKx-96850197,plc1-xwZ-cLY.dom.local,Системный блок,Солнце мимо лапа полностью. Выбирать похороны единый выгнать господь куча сверкать.,,,,qOaEZNHGKHH,,ПЛД1,Место 714,plc1-xwZ-cLY,plc1-xwZ-cLY.dom.local,,,,,,Системные блоки,4.0,ООО Моя Арена,,1-55096-494-1
516cb278-1108-4521-b704-d48c0c379d15,2014-01-01 00:00:00,2020-12-31 23:24:48.431773,JCX-89062373 | Устройство ,JCX-89062373,Устройство ,Устройство ,,,,,gHFSYwlOaQ,умирать,ЦОД1,,cod1-mPe-qmz,cod1-mPe-qmz.dom.local,,,,,,Устройства шифрования трафика,3.0,ПАО Нефть газ,,0-04-405502-1
bcc2654c-08f4-45bc-9145-d37068a972f0,2022-06-27 10:48:36.441096,2024-03-10 06:24:40.030695,sUO-61182359 | Сервер,sUO-61182359,Сервер,Кожа коричневый о поздравлять вчера.,,,Выведен из эксплуатации,pHP,IxmzmpIJhFiNsS,медицина,ПЛД4,,plc4-sVd-MzT,plc4-sVd-MzT.dom.local,,,2.7,1024.0,,Физический сервер,,,ПАО Нефть газ,0-625-79177-0
bac2b2ab-7359-4e1e-80b9-85607d247cea,2014-01-01 00:00:00,2024-09-03 08:35:32.325610,tea-55121803 | Виртуальный сервер,tea-55121803,Виртуальный сервер,Виртуальный сервер,,,Подготовка к эксплуатации,,BWhQxt,мрачно,ПЛД8,,plc8-AzA-Zro,plc8-AzA-Zro.dom.local,,16.0,3.6,,,Виртуальный сервер,,ООО Моя Арена,ПАО Нефть газ,
29069415-f659-4774-8afe-a039a397aa53,2014-01-01 00:00:00,2023-06-28 04:55:37.394296,WUB-72636281 | криптографическое устройство,WUB-72636281,криптографическое устройство,криптографическое устройство,,,Подготовка к эксплуатации,,lqSqhYNW,девка,ЦОД6,Стойка 1,cod6-rvN-dUc,cod6-rvN-dUc.dom.local,,,,,,Устройства шифрования трафика,,ОАО Производство,,
a486da87-401b-4fed-9d5d-2aae8476f53a,2022-01-13 05:16:37.458528,2025-01-29 02:20:52.929444,hJN-05405401 | plc2-rhv-ZlG.dom.local,hJN-05405401,plc2-rhv-ZlG.dom.local,,,,,,,сбросить,,,plc2-rhv-ZlG,plc2-rhv-ZlG.dom.local,,,,,,DNS-запись,,,,
3fd686fa-34d5-401d-9732-2dd5b6767c01,2014-01-01 00:00:00,2023-08-06 05:55:35.759106,ocK-44319121 | мобильное устройство,ocK-44319121,мобильное устройство,мобильное устройство,,,Планируется,,KElUXpuqukYr,,,Место 4,,,10.225.131.153,16.0,,,,Ноутбуки,4.0,,,1-288-23048-6
5a45521a-421c-403d-9a4e-2ddf59acc800,2020-01-17 14:37:16.620985,2021-04-13 15:38:17.744184,YrA-44571748 | plc2-rhv-ZlG.dom.local,YrA-44571748,plc2-rhv-ZlG.dom.local,Веб-сервер,,,Планируется,,MAREkgMRMSwof,,ПЛД2,,plc2-rhv-ZlG,plc2-rhv-ZlG.dom.local,172.18.163.179,,3.6,,,Виртуальный сервер,1.0,ПАО Нефть газ,,
7d051b59-c24e-436d-8ed3-7fcc7b94f3b3,2014-01-01 00:00:00,2024-10-28 22:28:52.486763,EVY-22886111 | Крипто-шлюз,EVY-22886111,Крипто-шлюз,Крипто-шлюз,,"Процесс светило затянуться терапия ведь инвалид правление кидать. Функция ребятишки изменение демократия радость палец природа.
Зарплата тута природа жестокий зато. Пересечь счастье экзамен помимо войти. Карман возмутиться школьный художественный.
Тревога ручей ныне. Кузнец иной столетие. Другой пересечь миг инструкция валюта.
Военный приличный пропасть войти перебивать зачем потом. Угроза ученый карман человечек шлем применяться угроза.",Планируется,Huiway,PYEyfvuWeb,рай,ПЛД7,,plc7-crg-uJB,plc7-crg-uJB.dom.local,,16.0,,,,Устройства шифрования трафика,,,ПАО Нефть газ,
e20b7557-0fe9-45f9-aa81-a9e22c732996,2023-01-13 21:14:51.247989,2024-01-21 21:55:55.236539,PlJ-06887352 | ,PlJ-06887352,,,,,Планируется,,,,,,,,,,,,,IP-адрес,0.0,ОАО Производство,ООО Моя Арена,
30c3a1ec-05f8-4d71-a3c3-079fc3920be4,2014-01-01 00:00:00,2023-05-16 11:53:35.739403,lTA-65529388 | ,lTA-65529388,,Славный сверкать промолчать набор изба.,,,Подготовка к эксплуатации,,Esucl,свежий,ЦОД4,,,,10.113.30.198,16.0,,,,Коммутаторы,3.0,ООО Моя Арена,,
88684470-0451-4ca4-913e-b86ffab242bb,2014-01-01 00:00:00,2021-10-16 15:50:07.348353,Jai-44708847 | ,Jai-44708847,,,,,В эксплуатации,,,,,,,,,,,,,IP-адрес,0.0,ООО Моя Арена,,
57695267-0b21-420d-9100-ba439a33bd73,2021-05-02 03:15:33.072715,2022-03-31 18:24:16.425658,jnq-12903828 | ,jnq-12903828,,Девка рабочий грудь задрать кузнец наткнуться. Хотеть пятеро ведь.,,,,,YHkdDnI,выгнать,,,,,,,,,,Мониторы,4.0,ПАО Нефть газ,ЗАО Банка,
8d99394e-1ed6-423e-a955-b59ec2ef9064,2021-11-18 12:41:48.769766,2025-03-05 11:32:07.193263,vZw-32894353 | ,vZw-32894353,,Вытаскивать мелочь порт интеллектуальный невыносимый материя понятный.,"Волк юный неправда рота жидкий труп темнеть. Потом оборот ломать триста инструкция.
Темнеть песня подземный ныне. Функция бочок лапа солнце. Бак премьера близко промолчать. Четко сходить выразить мотоцикл плод протягивать решетка крыса. Теория предоставить карман район природа.
Очутиться сверкать мотоцикл поймать. Цель прошептать призыв низкий наткнуться посвятить.",,,,jgNXwkdzbWFQzIc,очутиться,ЦОД4,,,,10.14.88.96,8.0,,,100.0,Виртуальные датасторы,2.0,,,
81a0f01f-e2bf-4a05-8851-defcb17bf201,2020-06-04 12:54:31.166588,2023-09-08 14:23:12.297184,PAk-74595062 | cod9-YAh-PKy.dom.local,PAk-74595062,cod9-YAh-PKy.dom.local,,,,,,,,,,cod9-YAh-PKy,cod9-YAh-PKy.dom.local,,,,,,IP-адрес,,ПАО Нефть газ,ЗАО Банка,
ff8c5299-fd27-49ea-817a-12de099e7417,2014-01-01 00:00:00,2024-02-10 04:19:57.532267,HiR-23205231 | cod9-YAh-PKy.dom.local,HiR-23205231,cod9-YAh-PKy.dom.local,Мотоцикл равнодушный проход исполнять изменение девка неожиданно.,,,,Aquarium,awwhbD,,ЦОД9,,cod9-YAh-PKy,cod9-YAh-PKy.dom.local,172.30.139.84,32.0,,,500.0,Виртуальные датасторы,2.0,ПАО Нефть газ,ПАО Нефть газ,0-03-590798-3
b3506364-b0c8-430f-9469-3b9dfcf5f77b,2014-01-01 00:00:00,2020-05-07 09:24:53.364318,LoS-11412449 | 192.168.243.147,LoS-11412449,192.168.243.147,,,,,,,,,,cod2-Ath-nyU,cod2-Ath-nyU.dom.local,,,,,,IP-адрес,0.0,ПАО Нефть газ,ЗАО Банка,
ccd45f7f-fb0f-4a6c-a2cc-7a9c221daa86,2014-01-01 00:00:00,2024-10-20 18:23:47.913903,MIh-43243854 | блэйд,MIh-43243854,блэйд,Страсть пламя терапия обида бригада конструкция рабочий висеть.,,,Выведен из эксплуатации,,UZNFJIPGYu,,ЦОД2,,cod2-Ath-nyU,cod2-Ath-nyU.dom.local,192.168.243.147,,4.0,1024.0,,Физический сервер,,ПАО Нефть газ,,0-16-061997-1
195eedfc-6bc7-4f0f-a54a-127fa755ca1f,2025-03-19 12:08:35.724177,2025-03-27 11:24:18.393905,Opj-72945076 | plc5-PIr-KLo.dom.local,Opj-72945076,plc5-PIr-KLo.dom.local,,,,В эксплуатации,Aquarium,KQyLmNu,,ПЛД5,,plc5-PIr-KLo,plc5-PIr-KLo.dom.local,,,,1024.0,,Физический сервер,1.0,ОАО Производство,ПАО Нефть газ,1-60074-872-4
73da7bfb-bf6b-42c2-acc1-07cf88d6be6c,2014-01-01 00:00:00,2021-12-05 01:57:35.205345,VbV-07236906 | ,VbV-07236906,,Ленинград написать карандаш. Мусор четыре единый грустный зеленый.,,,,pHP,ePOIbJxMZPcHR,нож,,Место 40,,,,,,,,Ноутбуки,4.0,,,0-89409-032-1
a2856da7-a0fe-462f-ac2e-aa46edfdeb56,2021-06-03 17:40:37.053297,2021-11-28 07:09:26.866080,shq-61487343 | ,shq-61487343,,Госпожа мучительно мотоцикл витрина господь ложиться мотоцикл.,,,,,eHrweRxA,,ЦОД1,,,,10.146.75.52,16.0,2.7,128.0,,Виртуальный сервер,1.0,ООО Моя Арена,,1-85338-733-9
3bc4c83d-912e-49d9-9522-f35bf78fa90d,2023-12-03 18:59:09.778211,2024-12-17 09:08:38.392506,nme-65530691 | моноблок,nme-65530691,моноблок,Передо передо порог способ казнь.,,,,,UxXtprJFHxbSiZR,,ЦОД4,Место 69,cod4-KLk-XgT,cod4-KLk-XgT.dom.local,,16.0,4.3,,,Моноблоки,,,,1-79208-097-2
aff706e5-5c80-461f-b3dd-32fff76754d7,2014-01-01 00:00:00,2024-08-21 05:53:17.190562,MdL-32969179 | cod3-uZD-xZt.dom.local,MdL-32969179,cod3-uZD-xZt.dom.local,,,,Планируется,,,освобождение,,,cod3-uZD-xZt,cod3-uZD-xZt.dom.local,,,,,,DNS-запись,,,,
